network,network_label,semantic_threshold,request_count,mean_ttft_ms,mean_e2e_ms,p95_e2e_ms,p99_e2e_ms,mean_tpot_ms,mean_throughput_tps,cache_hit_ratio,prefix_hit_ratio,mean_bandwidth_bytes,mean_vram_peak_gb,privacy_exposure_rate,mean_quality,latency_gain_pct
mobile_4g5g,4G/5G,0.8,1000.0,613.7230036297348,971.2034482925367,6316.563334706378,7693.767536113685,2.5037638906394024,2022.7013683546425,0.744,0.0,1511.611,0.0,0.9878048780487805,0.931543730682927,55.06089352650999
mobile_4g5g,4G/5G,0.85,1000.0,612.7920528293098,970.9036393404917,6289.407331808699,7521.122024829979,2.5114102752318375,2023.0439616947783,0.743,0.0,1513.268,0.0,1.0,0.931566304,55.074766156844376
mobile_4g5g,4G/5G,0.9,1000.0,614.5757840298903,973.0190667736973,6264.646949854032,7580.31887952446,2.511943108851515,2017.7938990680505,0.743,0.0,1513.268,0.0,1.0,0.931566304,54.97688201235859
mobile_4g5g,4G/5G,0.95,1000.0,615.1992752066643,974.41802502652,6292.755913500181,7748.9268382938735,2.512091260016646,2018.0327724463364,0.743,0.0,1513.268,0.0,1.0,0.931566304,54.912150020327374
